label,eiaid,name,utility,source,zipcode,state,latitude,longitude,notes
5a382db55457a3a149d2dd7e,16612,I-1P Industrial Electricity TOU Primary,City & County of San Francisco (Utility Company),http://sfwater.org/modules/showdocument.aspx?documentid=7743,94015,CA,37.6787,-122.478,Applicable to industrial time-of-use customers with demands greater than 1000 kW served at primary voltage through a separate meter or bank of meters.
5a552cd45457a32374423a7c,11241,Large Industrial Power Service (LIPS-L),Entergy Louisiana Inc,http://www.entergy-louisiana.com/content/price/tariffs/LA/ell_elec_lips-l.pdf,71331,LA,31.2275,-92.0967,"This rate does not apply to service supplied in the 15th Ward of the City of New Orleans (Algiers).
To Electric Service up to 125,000 kilowatts for industrial purposes, including lighting and
other uses accessory thereto, and for other Service for which no specific Rate Schedule
is provided. All Service is supplied through one metering installation at one Point of
Delivery. Lighting and incidental Service supplied through other Meters will be billed at
the schedule applicable to such Service. Service hereunder is subject to any of the
Company's Rider Schedules that may be applicable. Service under this schedule shall
not be resold, sub-metered, used for standby, or shared with others."
5a552e5c5457a32374423a7d,11241,"Water Heating & Space Heating Commercial & General Service (Schedule WHSH - L), Closed Rate",Entergy Louisiana Inc,http://www.entergy-louisiana.com/content/price/tariffs/LA/ell_elec_whsh-l.pdf,71331,LA,31.2275,-92.0967,"This rate does not apply to service supplied in the 15th Ward of the City of New Orleans (Algiers).
This Rate Schedule is applicable to Electric Service for water heating and/or comfort
space heating, where all Electric Service required by the Customer on the premises is
supplied by Company and where wiring is separated in approved conduits from
Customer's other requirements and separately metered at one Point of Delivery. Service
under this schedule shall be used only for water heating and/or comfort space heating
and shall not be resold, sub-metered, used for standby or temporary Service, or shared
with others.
Water Heating: All water heaters shall be permanently connected and in regular use
and the water heater shall not be less than thirty gallons.
Space Heating: This schedule shall apply only to electric resistance comfort heating
that is permanently connected and in regular use."
5a5906d85457a3ad69423a7e,16572,E-47 STANDARD PRICE PLAN FOR PUMPING SERVICE,Salt River Project,http://www.srpnet.com/prices/pdfx/ratebook.pdf,85303,AZ,33.5262,-112.2149,"APPLICABILITY:
Service under this price plan is applicable to pumping water for commercial agricultural production and pumping water for municipal water utilities. Pumping for commercial agricultural production is defined as water pumping for irrigating plants or providing water for livestock both for the express purpose of human or animal consumption. Pumping for municipal water utilities applies to pumps owned by a municipality that are used specifically in the delivery of potable water to customers."
5a5907bc5457a3ff19423a7e,16572,E-48 STANDARD PRICE PLAN FOR TIME-OF-WEEK PUMPING SERVICE,Salt River Project,http://www.srpnet.com/prices/pdfx/ratebook.pdf,85303,AZ,33.5262,-112.2149,"APPLICABILITY:
Service under this price plan is applicable to pumping water for commercial agricultural production and pumping water for municipal water utilities. Pumping for commercial agricultural production is defined as water pumping for irrigating plants or providing water for livestock both for the express purpose of human or animal consumption. Pumping for municipal water utilities applies to pumps owned by a municipality that are used specifically in the delivery of potable water to customers.

If energy is consumed during Summer and Summer Peak seasons during the hours of noon to 10:00 pm on the date designated by SRP to be the customer's non-pump period, then the demand charge applied to the bill for that
month will be equal to the buy-through rate. The buy-through charge:
Summer Peak Buy-Through (per kW): $6.01
Summer Buy-Through (per kW): $4.53"
5a5e50dd5457a3e16be429d4,6452,MET - Metrorail,Florida Power & Light Co.,https://www.fpl.com/rates/pdf/Jan2018-Business.pdf,34275,FL,27.1384,-82.4518,For electric service to MEtropolitan Dade County Electric Transit System at each point of delivery required for the operation fo an electric transit system on continuous and contiguous rights-of-way.
5a6233b75457a3b637e429ce,12293,General Power Rate - TGSA (Time-of-Day),"City of Memphis, Tennessee (Utility Company)",http://www.mlgw.com/images/content/files/pdf_rates/TGSAJan17.pdf,38053,TN,35.3185,-89.9054,
5a623d565457a3547be429cf,6455,GS-1 General Service - Non-Demand (Unmetered),Progress Energy Florida Inc,https://www.duke-energy.com/_/media/pdfs/for-your-home/rates/rates-fl/pe-rates-gs-1.pdf?la=en,34637,FL,28.2782,-82.4625,"To any customer, other than residential, for light and power purposes for which no other rate schedule is specifically applicable."
5a6babcd5457a38e75e4a645,14354,Schedule 10 - Irrigation and Soil Drainage Pumping Power Service - Secondary Service,PacifiCorp (Utah),https://www.rockymountainpower.net/content/dam/rocky_mountain_power/doc/About_Us/Rates_and_Regulation/Utah/Approved_Tariffs/Rate_Schedules/Irrigation_and_Soil_Drainage_Pumping_Power_Service.pdf,95568,CA,41.4533,-123.4634,"This Schedule is for alternating current, single or three-phase electric
service supplied at the Company's available voltage through a single point of delivery for service to motors on pumps and machinery used for irrigation and soil drainage. If energy usage for other purposes exceeds 10% of the total energy provided, the point of delivery shall be classified as non-irrigation and electric service shall be provided under the appropriate general service schedule."
5a6bacd15457a3b15be4a646,14354,Schedule 10 - Irrigation and Soil Drainage Pumping Power Service - Primary Service,PacifiCorp (Utah),https://www.rockymountainpower.net/content/dam/rocky_mountain_power/doc/About_Us/Rates_and_Regulation/Utah/Approved_Tariffs/Rate_Schedules/Irrigation_and_Soil_Drainage_Pumping_Power_Service.pdf,95568,CA,41.4533,-123.4634,"This Schedule is for alternating current, single or three-phase electric
service supplied at the Company's available voltage through a single point of delivery for service to motors on pumps and machinery used for irrigation and soil drainage. If energy usage for other purposes exceeds 10% of the total energy provided, the point of delivery shall be classified as non-irrigation and electric service shall be provided under the appropriate general service schedule."
5a6bad4b5457a38e75e4a646,14354,Schedule 10 - Irrigation and Soil Drainage Pumping Power Service - Secondary Service - Time-of-Day program,PacifiCorp (Utah),https://www.rockymountainpower.net/content/dam/rocky_mountain_power/doc/About_Us/Rates_and_Regulation/Utah/Approved_Tariffs/Rate_Schedules/Irrigation_and_Soil_Drainage_Pumping_Power_Service.pdf,95568,CA,41.4533,-123.4634,"This Schedule is for alternating current, single or three-phase electric service supplied at Company's available voltage through one metering installation at a single point of delivery for all service required on the premises."
5a6bae435457a3317ae4a644,14354,Schedule 10 - Irrigation and Soil Drainage Pumping Power Service - Primary Service - Time-of-Day program,PacifiCorp (Utah),https://www.rockymountainpower.net/content/dam/rocky_mountain_power/doc/About_Us/Rates_and_Regulation/Utah/Approved_Tariffs/Rate_Schedules/Irrigation_and_Soil_Drainage_Pumping_Power_Service.pdf,95568,CA,41.4533,-123.4634,"This Schedule is for alternating current, single or three
-phase electric service supplied at Company's available voltage through one metering installation at a single point of delivery for all service required on the premises."
5a79f6ef5457a3d8065d8b10,195,OIL FIELD INDUSTRIAL POWER,Alabama Power Co,http://www.alabamapower.com/content/dam/alabamapower/Rates/OFP.pdf,36560,AL,31.0974,-88.035,Applicable for oil well pumping or other power requirements associated with the recovery or gathering of petroleum. Rate OFP is not applicable for electrical energy consumed in the transport of petroleum from the oil field premises. Service shall be taken at one voltage and through a single delivery point. Service to more than one premises shall not be combined. Service shall not be resold or shared with others. Lighting incidental to the power requirements may be included.
5a79fa5d5457a33a0d5d8b13,195,CATFISH FARMS - TIME-OF-USE,Alabama Power Co,http://www.alabamapower.com/content/dam/alabamapower/Rates/CFTU.pdf,36560,AL,31.0974,-88.035,Applicable to all service to premises of a Consumer if such premises are devoted to catfish farming. Service shall not be resold or shared with others
5a832c0c5457a3ef3c914214,5027,Separately Metered Space Heating Secondary Service,Delmarva Power,http://www.delmarva.com/uploadedFiles/wwwdelmarvacom/Content/Page_Content/Tariff_Repeats/DPL%20DE%20Electric%20Tariff.pdf,19963,DE,38.9218,-75.4299,"This rate is to be billed in conjunction with ""SGS-ND"" & ""MGS-S"". It is currently closed to new customers.
This rate is representative of the charges associated with Delmarva Power & Light Co.'s Standard Offer Service (SoS)."
5a832d425457a3170e914212,5027,Separately Metered Water Heating Secondary Service -Non Demand,Delmarva Power,http://www.delmarva.com/uploadedFiles/wwwdelmarvacom/Content/Page_Content/Tariff_Repeats/DPL%20DE%20Electric%20Tariff.pdf,19963,DE,38.9218,-75.4299,"This rate is to be billed in conjunction with ""SGS-ND"" & ""MGS-S"". It is currently closed to new customers.
This rate is representative of the charges associated with Delmarva Power & Light Co.'s Standard Offer Service (SoS)."
5a9075c55457a3e511f7f397,19876,5C Church and Synagogue Service,Virginia Electric & Power Co,https://www.dominionenergy.com/home-and-small-business/rates-and-regulation/business-rates,27853,NC,36.5245,-77.326,"This schedule is applicable only to synagogues and churches of all denominations that (1)
elect to receive Electricity Supply Service and Electric Delivery Service from the Company or (2)
are eligible for and elect to purchase Electricity Supply Service from a Competitive Service
Provider in accordance with Va. Code &#65533; 56-577 A. In addition, the applicability of this schedule
shall be limited to the meter that serves the synagogue or church building in which the sanctuary
or principal place of worship is located. This schedule is not applicable for breakdown, relay or
parallel operation service."
5a90778a5457a3e511f7f398,19876,5P Church and Synagogue TOU Service,Virginia Electric & Power Co,https://www.dominionenergy.com/home-and-small-business/rates-and-regulation/business-rates,27853,NC,36.5245,-77.326,"This schedule is applicable only to synagogues, churches of all denominations or
institutions operated solely for charitable purposes that elect to receive Electricity Supply Service
and Electric Delivery Service from the Company. This schedule is not applicable for breakdown,
relay or parallel operation service."
5a95aab55457a31243a199a0,733,Santuary Worship Service (Standard),Appalachian Power Co (Virginia),https://www.appalachianpower.com/global/utilities/lib/docs/ratesandtariffs/Virginia/PUE_2014_00026-%20Approved_Tariff.pdf,24360,VA,36.9056,-80.9244,Available for electric service only to the synagogue or church building in which the sanctuary or principal place of worship is located which take Standard Service from the Company and to all educational buildings which are physically attached by enclosed corridors or hallways to the building in which the sanctuary or principal place of worship is located.
5a99c2675457a32e1ea199a1,22500,Restricted Educational Institution Service - South,Westar Energy Inc,https://www.westarenergy.com/Portals/0/Resources/Documents/Tariffs/Restricted_Schools_South_1015.pdf,66428,KS,39.6654,-95.9574,
5a99c3495457a3cd0aa199a3,22500,Restricted Service to Schools - North,Westar Energy Inc,https://www.westarenergy.com/Portals/0/Resources/Documents/Tariffs/Restr_Service_Sch_North_1015.pdf,66428,KS,39.6654,-95.9574,
5a99c3a35457a3a22ea199a0,22500,Restricted Total Electric - School and Church Option - South,Westar Energy Inc,https://www.westarenergy.com/Portals/0/Resources/Documents/Tariffs/Restricted_School_Church_S_1015.pdf,66428,KS,39.6654,-95.9574,
5a99c4065457a3cb34a199a1,22500,Small General Service Church Option - North,Westar Energy Inc,https://www.westarenergy.com/Portals/0/Resources/Documents/Tariffs/SGSCO%20eff%2012-2-13.pdf,66428,KS,39.6654,-95.9574,
5a99c5785457a3dc18a199a0,22500,Generation Substitution Service,Westar Energy Inc,https://www.westarenergy.com/Portals/0/Resources/Documents/Tariffs/Gen_Subst_Serv_1015.pdf,66428,KS,39.6654,-95.9574,
5a9ede405457a3d1454e0deb,15474,Limited Usage General Service Secondary (LUGS) Public School Facilities - Unmetered,Public Service Co of Oklahoma,https://www.psoklahoma.com/global/utilities/lib/docs/ratesandtariffs/Oklahoma/PSO%20Commercial%20&%20Small%20Industrial%20January%202017.pdf,73009,OK,35.3106,-98.3148,
5a9eded85457a3e2454e0dec,15474,Limited Usage General Service Secondary (LUGS) Public School Facilities,Public Service Co of Oklahoma,https://www.psoklahoma.com/global/utilities/lib/docs/ratesandtariffs/Oklahoma/PSO%20Commercial%20&%20Small%20Industrial%20January%202017.pdf,73009,OK,35.3106,-98.3148,This rate schedule is available on an annual basis to Public School Facilities (K-12) who: 1) take service from distribution secondary lines or transformers; or 2) take service below 2.4 kV with a second transformation provided by the Company.
5a9ee0975457a3ef6a4e0dec,15474,General Service Secondary (GS) Public School Facilities,Public Service Co of Oklahoma,https://www.psoklahoma.com/global/utilities/lib/docs/ratesandtariffs/Oklahoma/Small%20Commerical%20&%20Industrial%204_30_2015.pdf,73009,OK,35.3106,-98.3148,"This rate schedule is available on an annual basis to Public School Facilities (K-12) who: 1) take service at secondary voltage, or, 2) take service below 2.4 kV with a second transformation provided by the Company."
5aa2b2215457a3623b4e0dec,733,Schedule SWS: Sanctuary Worship Service,Appalachian Power Co (West Virginia),https://www.appalachianpower.com/global/utilities/lib/docs/ratesandtariffs/WestVirginia/Securitization_True-up_Tariff_Sheets_Effective_4-1-16.pdf,24360,VA,36.9056,-80.9244,Available for service only to the building in which the sanctuary or principle place of worship is located.
5aa2b2ae5457a3633b4e0deb,733,Schedule SS- School Service (Secondary),Appalachian Power Co (West Virginia),https://www.appalachianpower.com/global/utilities/lib/docs/ratesandtariffs/WestVirginia/1-23-17_2017_TariffSheetsSecuritization.pdf,24360,VA,36.9056,-80.9244,"Available for service to all primary and secondary school, college, and university buildings and public libraries for which the entire electrical requirements are furnished by the Company."
5aa2b3925457a3cd2b4e0deb,733,Schedule SS: School Service (Primary),Appalachian Power Co (West Virginia),https://www.appalachianpower.com/global/utilities/lib/docs/ratesandtariffs/WestVirginia/1-23-17_2017_TariffSheetsSecuritization.pdf,24360,VA,36.9056,-80.9244,"Available for service to all primary and secondary school, college, and university buildings and public libraries for which the entire electrical requirements are furnished by the Company"
5aa2fd2e5457a335384e0deb,12796,Schedule CSH - Church and School Heating Rate.  Closed Rate,Monongahela Power Co (West Virginia),https://www.firstenergycorp.com/content/dam/customer/Customer%20Choice/Files/west-virginia/tariffs/WVPERetailTariff.pdf,26372,WV,38.9726,-80.3656,"AVAILABLE for electric heating service in a public or parochial school, or in a nonprofit college
or university, or in a church, where electricity is used as the sole means of such heating, subject to
the definition and conditions stated herein. This schedule is closed except to Customers being
served under it and at their current service locations, or having contracted for service under it, on April 25, 1974"
5aa8067d5457a3c97b2e6280,5416,Church Service (Time-of-Use),Progress Energy Carolinas Inc,https://www.duke-energy.com/_/media/pdfs/for-your-home/rates/electric-nc/g6ncschedulechtouedep.pdf?la=en,28206,NC,35.2522,-80.8265,"This schedule is available on a voluntary basis for electric service used by churches with a Contract Demand or a registered or computed demand of 30 kW and greater, but less than 1,000 kW.
This Schedule is not available: (1) for residential service; (2) for short-term, construction, temporary, breakdown, standby, or supplementary service; (3) for resale service; (4) for a Contract Demand of 1,000 kW or more; (5) whenever the registered or computed demand equals or exceeds 1,200 kW in two or more of the preceding 12 months and an increase in the capacity of Company's facilities is required; (6) whenever the registered or computed demand equals or exceeds 1,500 kW; or (7) for electric service to a building which is wholly or partially used for other purposes not specifically provided for by the provisions of this Schedule."
5aac345a5457a38c162e6283,9273,CW - Water Heating - Controlled,Indianapolis Power & Light Co,http://www.iplpower.com/Our_Company/Rates/Rates_and_Tariffs/,46227,IN,39.6789,-86.1302,"This Rate is closed and not available for service to new installations after the effective date of this tariff but remains in effect for current Customers. When new or upgraded facilities are required to maintain service to a Rate CW Customer, the Customer shall be removed from Rate CW and be required to take service under an appropriate general service tariff for which the Customer qualifies. Available for separately metered domestic and other water heating service, through a non-inductive pressure type heater, with resistance elements of either immersion or ""wrap-around"" type; provided that the applicant is a user of the Company's electric service supplied under some other rate at the same location. Not available for booster heaters, or in any case if the energy is to be used for space heating, either directly or indirectly, or for any purpose other than water heating."
5aac35985457a3e33d2e6280,9273,OES - Off-Peak Energy Storage,Indianapolis Power & Light Co,http://www.iplpower.com/Our_Company/Rates/Rates_and_Tariffs/,46227,IN,39.6789,-86.1302,"Available for non-residential separately metered Electric Energy Storage Service, subject to the conditions hereinafter set forth.
Electric Energy Storage Service is defined as any electric equipment/process, the sole function of which is to consume electrical energy off-peak to be:
1) used for thermal (heating/cooling) conditioning Off-Peak; and/or,
2) stored for all uses On-Peak.
In no case may energy supplied and billed under this rate be used for off-peak manufacturing, product processing, lighting, or any non-thermal conditioning purposes.
This rate is intended for year-round application; seasonal disconnect is not permitted. This rate is not available for any equipment/process that has been a part of a Demand-Side Management or other Company program for which an incentive or other benefit has been received."
5ab549095457a34a7fc1d590,10171,Volunteer Fire Department Service,Kentucky Utilities Co,"https://lge-ku.com/sites/default/files/kuelecrates.pdf
https://lge-ku.com/sites/default/files/ku_billing_adj.pdf",40845,KY,36.7714,-83.5551,"Available for single-phase delivery, in accordance with the provisions of KRS 278.172, to any volunteer fire department qualifying for aid under KRS 95A.262. Service under this rate schedule is at the option of the customer with the customer determining whether service will be provided under this schedule or any other schedule applicable to this load."
5ab54ada5457a3732cc1d590,10171,All Electric School Service Single Phase; Closed Rate,Kentucky Utilities Co,"https://lge-ku.com/sites/default/files/kuelecrates.pdf
https://lge-ku.com/sites/default/files/ku_billing_adj.pdf",40845,KY,36.7714,-83.5551,"Service under this rate is available for secondary and primary service to:
(1) a complex of school buildings on a central campus,
(2) an individual school building, or
(3) an addition to an existing school building."
5ab54b3b5457a3ee13c1d58f,10171,All Electric School Service Three Phase; Closed Rate,Kentucky Utilities Co,"https://lge-ku.com/sites/default/files/kuelecrates.pdf
https://lge-ku.com/sites/default/files/ku_billing_adj.pdf",40845,KY,36.7714,-83.5551,"Service under this rate is available for secondary and primary service to:
(1) a complex of school buildings on a central campus,
(2) an individual school building, or
(3) an addition to an existing school building."
5ab55edb5457a30532c1d590,11249,STOD School Time-of-Day Service,Louisville Gas & Electric Co,https://lge-ku.com/sites/default/files/lgereselectric.pdf,40155,KY,37.9371,-85.9918,"This rate schedule is available as an option for secondary service P-12 schools whose 12-month-average monthly minimum loads exceed 250 kW.
Service under this rate schedule is limited until the total projected revenue impact for customers taking service under SPS and STOD combined is $750,000 annually compared to the projected annual revenues for the participating schools under the rates under which the schools would otherwise be served; wherein such projected impacts shall be calculated on billing data for the most recent 12-month period available to the Companies. The Kentucky School Boards Association (&#65533;KSBA&#65533;) will be responsible for proposing schools for participation in this optional rate and the order in which such schools are proposed. LG&E will calculate and provide to KSBA the projected revenue impact of each proposed school.
A customer electing to take service under this rate schedule who subsequently elects to take service under another rate schedule, may not be allowed to return to this optional rate for 12 months from the date of exiting this rate schedule.
This rate schedule will expire on July 1, 2020 or when LG&E files it next base rate case, whichever is earlier. Customers on this rate schedule will be transferred at that time to the rate schedule under which they were formerly served."
5abe54f35457a38832d0f923,14127,"226 Irrigation Service, Single Phase",Omaha Public Power District,http://www.oppd.com/media/207840/oppd-rate-manual.pdf,68183,NE,41.2586,-95.9378,"Annual connected load charge, per horsepower: $17.31"
5abe55545457a3265dd0f923,14127,"226 Irrigation Service, Three Phase",Omaha Public Power District,http://www.oppd.com/media/207840/oppd-rate-manual.pdf,68183,NE,41.2586,-95.9378,"Annual connected load charge, per horsepower: $23.22."
5abe59a95457a38813d0f923,14127,357 Municipal Service,Omaha Public Power District,http://www.oppd.com/media/207840/oppd-rate-manual.pdf,68183,NE,41.2586,-95.9378,"To Municipal Utilities throughout the District's Service Area. The three phase, alternating current, electric service will be supplied by the District at a voltage not less than 2400 volts for use through a municipally-owned and maintained distribution system."
5adf63bb5457a376559b4e70,9417,Electric Large General Service - 440 (Luther College Representation (By Pieter),Interstate Power and Light Co,http://www.alliantenergy.com/wcm/groups/wcm_internet/@int/@tariff/documents/document/mdaw/mde1/~edisp/015423.pdf,51346,IA,43.18,-95.4817,"Large General Service Usage customers for all electric uses in one establishment adjacent to an electric 
distribution circuit of adequate capacity.  No resale of service is permitted.  Customers on this rate must have 
energy usage of 20,000 kWh or more in each billing month. Customers falling below required metered usage 
levels will be placed on the General Service Usage rate for a minimum of one year.*  Service hereunder is also 
subject to Company's Rules and Regulations."
5ae3542a5457a38b479b4e70,7140,Schedule OGS-15 Optional General Service,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/business-pdfs/rates-schedules/small-business/3.10_OGS.pdf,31553,GA,31.1827,-81.9722,"APPLICABILITY:
To all electric service of one standard voltage required for temporary service less than 12 months; for recurring seasonal patterns of service; or for the full year operation of other services. Where the Company determines installation of metering equipment is impractical or uneconomical, monthly kWh may be estimated by the Company and billed at the monthly rate. Billing under this option is designated as OGS-11-U.

Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
5ae3b2265457a358029b4e72,7140,SCHEDULE MLM-10 MULTIPLE LOAD MANAGEMENT - Secondary Distribution,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/business-pdfs/rates-schedules/5.30-mlm.pdf,31553,GA,31.1827,-81.9722,"MLM can be used as the standard bill calculation in conjunction with Real Time Pricing (RTP). A customer may have MLM accounts with RTP and MLM accounts without RTP. A customer's RTP accounts can not be combined with the customer's non-RTP accounts for purposes of calculating the coincident peak billing demands. Customers previously on MLM who migrated to the Fixed Pricing Alternative (FPA) or Time of Use-Revenue Neutral (TOU-RN) tariffs cannot subsequently form a MLM group for purposes of qualifying for this tariff.
Demand Charge: See the source of rates.

Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
5ae3b33d5457a38b479b4e72,7140,Schedule MLM-10 Multiple Load Management - Primary Distribution,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/business-pdfs/rates-schedules/5.30-mlm.pdf,31553,GA,31.1827,-81.9722,"APPLICABILITY:
Applicable to all electric service for Commercial and Industrial customers. Premises may have service points at different standard voltages. The customer must meet all qualifications and restrictions of service under the contract for electric service. MLM can be used as the standard bill calculation in conjunction with Real Time Pricing (RTP). A customer may have MLM accounts with RTP and MLM accounts without RTP. A customer's RTP accounts can not be combined with the customer's non-RTP accounts for purposes of calculating the coincident peak billing demands. Customers previously on MLM who migrated to the Fixed Pricing Alternative (FPA) or Time of Use-Revenue Neutral (TOU-RN) tariffs cannot subsequently form a MLM group for purposes of qualifying for this tariff.
Demand Charge: See the source of rates.

Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
5ae3b3ee5457a3c5149b4e73,7140,Schedule MLM-10 Multiple Load Management - Transmission Service,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/business-pdfs/rates-schedules/5.30-mlm.pdf,31553,GA,31.1827,-81.9722,"APPLICABILITY:
Applicable to all electric service for Commercial and Industrial customers. Premises may have service points at different standard voltages. The customer must meet all qualifications and restrictions of service under the contract for electric service. MLM can be used as the standard bill calculation in conjunction with Real Time Pricing (RTP). A customer may have MLM accounts with RTP and MLM accounts without RTP. A customer's RTP accounts can not be combined with the customer's non-RTP accounts for purposes of calculating the coincident peak billing demands. Customers previously on MLM who migrated to the Fixed Pricing Alternative (FPA) or Time of Use-Revenue Neutral (TOU-RN) tariffs cannot subsequently form a MLM group for purposes of qualifying for this tariff.
Demand Charge: See the source of rates.

Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
5ae3b4c25457a37f139b4e70,7140,Farm Service Schedule FS-10,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/business-pdfs/rates-schedules/8.10-fs.pdf,31553,GA,31.1827,-81.9722,This schedule is applicable to and becomes a part of each retail rate schedule in which reference is made to the Fuel Cost Recovery Schedule unless an account is billed on a Time of Use Fuel Cost Recovery Schedule.
5ae3b5f75457a358029b4e73,7140,SCHEDULE SAS-ND-9 SEASONAL AGRICULTURAL SERVICE NON-DEMAND,Georgia Power Co,https://www.georgiapower.com/business/billing-and-rates/business-rates.html,31553,GA,31.1827,-81.9722,"APPLICABILITY:
Applicable to off-peak season agricultural businesses including crop production, crop services, grain mill and oil mill operations, and wholesale trade in farm product raw materials where at least Eighty-Five percent (85%) of the annual kWh consumption occurs during the billing months of October through May. This electric service shall be delivered at one (1) point, at one (1) standard voltage, and metered at or compensated to that voltage.

Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
5ae3b84c5457a358179b4e70,7140,SCHEDULE APS-10 AGRICULTURAL PROCESS SERVICE RATE,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/business-pdfs/rates-schedules/8.40-aps.pdf,31553,GA,31.1827,-81.9722,"APPLICABILITY:
Applicable to establishments that provide processing or storage services of agricultural products to individually owned farm operations. For the purposes of this rate schedule, processing or storage service means that ownership of the product before, during, and immediately after processing or storage remains
with the individually owned farm operation, and the processing or storage service provider is paid on a fee per unit basis. Individually owned farm operations that process or store their own product also qualify. Examples of types of operations that could qualify are cotton gins and vegetable or fruit storage facilities. More than fifty percent (50%) of the processing service provider's business must meet these criteria in order to qualify. The customer will be responsible to the Company for any additional cost of installing and removing any equipment required to control, meter or deliver this service. This electric service shall be delivered at one point, at one standard voltage and metered at or compensated to that voltage.

Applicable with riders: ECCR, DSM-R-4, NCCR-3, MFF-2, and LT-1."
5ae3b9195457a358179b4e71,7140,Irrigation Off-Peak Service IOP-14,Georgia Power Co,https://www.georgiapower.com/content/dam/georgia-power/pdfs/business-pdfs/rates-schedules/8.00-iop.pdf,31553,GA,31.1827,-81.9722,"To all Commercial and Industrial electric service of one standard voltage required on the customer's
premises, delivered at one point and metered at or compensated to that voltage for irrigation purposes
during Off-Peak period. The customer may be responsible to the Company for any additional cost of installing and removing any equipment required to control, meter or deliver this service"
5ae8b61f5457a33503a3d166,17718,Large School Service - Secondary Voltage,Southwestern Public Service Co (Texas),https://www.xcelenergy.com/staticfiles/xe-responsive/Marketing/tx_sps_e_entire.pdf,88253,NM,32.9982,-104.3666,
5ae8b91c5457a34026a3d164,17718,Large School Service - Secondary Voltage (Experimental Time of Use),Southwestern Public Service Co (Texas),https://www.xcelenergy.com/staticfiles/xe-responsive/Marketing/tx_sps_e_entire.pdf,88253,NM,32.9982,-104.3666,
5ae8b9755457a3af24a3d164,17718,Large School Service - Primary Voltage,Southwestern Public Service Co (Texas),https://www.xcelenergy.com/staticfiles/xe-responsive/Marketing/tx_sps_e_entire.pdf,88253,NM,32.9982,-104.3666,
5ae8ba175457a3b524a3d164,17718,Large School Service - Primary Voltage (Experimental Time of Use),Southwestern Public Service Co (Texas),https://www.xcelenergy.com/staticfiles/xe-responsive/Marketing/tx_sps_e_entire.pdf,88253,NM,32.9982,-104.3666,
5af1eb885457a34f2b618be8,12686,Temporary Electric Service (T-34),Mississippi Power Co,http://www.mississippipower.com/pdf/rates/T-34.pdf,39561,MS,30.6975,-89.1536,"This rate schedule applies to electric service used by one customer for a single short term less than twelve (12) months for construction purposes, for temporary lighting installations, carnivals, fairs, circuses, or for other temporary installations.
All service under this rate shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer and shall not be resold or shared with others."
5af1ec215457a34f2b618be9,12686,Temporary Rider for Large Power Requirements (T-LP-25),Mississippi Power Co,http://www.mississippipower.com/pdf/rates/T-LP-25.pdf,39561,MS,30.6975,-89.1536,"This rate schedule applies to electric service used by one customer for a single short term less than twelve (12) months for construction purposes, for temporary lighting installations, carnivals, fairs, circuses, or for other temporary installations.
All service under this rate shall be received at one voltage from a single delivery point, shall be measured by one meter, is for exclusive use of customer and shall not be resold or shared with others."
5af1ed395457a36530618be7,12686,Church Electric Service (CR-37),Mississippi Power Co,http://www.mississippipower.com/pdf/rates/cr-37.pdf,39561,MS,30.6975,-89.1536,"*Underlying rate is General Service rate, this is Church Service rider*
This rider schedule is applicable only for use in conjunction with General Service Electric Service Rate Schedules GS-LVS, GS-LVT, GSEH-LVS, GSEH-LVT, GS-HV, or GSEH-HV (schedules GS-HV and GSEH-HV are only applicable in combination with Option Two below). A church may select either of the following options on an annual basis for billing electric service supplied through one meter to facilities used on a regular basis for worship services. Only one metered account on the church&#65533;s premises will be eligible for this rider schedule."
5af5d22f5457a37e2e618be7,40228,HD-1 Large Power High Diversity,Rappahannock Electric Coop,http://www.myrec.coop/content-documents/UPDATED_ScheduleHD-1.pdf,22610,VA,38.8187,-78.2757,"Available in all territory served by the Cooperative, subject to the Terms and Conditions
of the Cooperative on file with the Virginia State Corporation Commission, except those
who have an Electricity Supplier other than the Cooperative as their energy provider."
5af5d6be5457a3133a618be7,40228,LP-1 Large Power Service,Rappahannock Electric Coop,http://www.myrec.coop/content-documents/UPDATED_ScheduleLP-1.pdf,22610,VA,38.8187,-78.2757,"Available in all territory served by the Cooperative, subject to the Terms and Conditions
of the Cooperative on file with the Virginia State Corporation Commission."
